cluster_name,YEAR,weighted_count,count,percent,rel_percent
Adult child + parent,1900,868420,8659,5.367558000308053,1
Adult child + parent,1910,1130294,11270,5.5518956412942595,1.0343429248413576
Adult child + parent,1920,1384238.93,13694,5.687829155980413,1.0596679450234128
Adult child + parent,1930,1703206.6000000003,16872,5.7279228780278215,1.067137584297941
Adult child + parent,1940,1895159,19318,5.4846814412649305,1.0218206195350206
Adult child + parent,1950,2403017,31229,5.4819368606704995,1.0213092919267723
Adult child + parent,1960,2292051,23008,4.341348796373622,0.808812647413305
Adult child + parent,1970,2075900,20759,3.2718956473495737,0.609568754946252
Adult child + parent,1980,1825800,18258,2.2691597844932048,0.42275459051639014
Adult child + parent,1990,1701074,17059,1.8548737910887105,0.34557126182563025
Adult child + parent,2000,2371437,23106,2.2483190275672285,0.41887186453098296
Adult child + parent,2006,2644644,26952,2.3694209055511553,0.4414336846318513
Adult child + parent,2011,2792315,28454,2.4282985081241293,0.4524028446427156
Adult child + parent,2016,3253697,31898,2.7374970845128566,0.510007918751087
Adult child + parent,2021,4108941,37687,3.221667283567182,0.600210986706112
Adult child + parent,2023,4243325,39669,3.231141296375624,0.6019760375556601
Extended family,1900,440280,4390,2.721296649519391,1
Extended family,1910,596102,5944,2.9279958095564433,1.0759561292494728
Extended family,1920,707694.61,7008,2.9079127519467955,1.0685761702827816
Extended family,1930,811623.6,8040,2.7295087905291706,1.0030177309082529
Extended family,1940,805243,8404,2.330412032873493,0.8563608944600244
Extended family,1950,784340,12689,1.7892933580154862,0.6575149968789672
Extended family,1960,685899,6885,1.2991538138042613,0.4774024963554434
Extended family,1970,542600,5426,0.8552100670802442,0.31426565245331967
Extended family,1980,651500,6515,0.809704019935,0.29754345968786683
Extended family,1990,832154,8100,0.907391827016129,0.3334409819585027
Extended family,2000,1073278,10262,1.0175565909063997,0.37392343502356157
Extended family,2006,1234160,10434,1.1057233052142421,0.4063222234185767
Extended family,2011,1210053,11094,1.0523060237298183,0.3866928744852813
Extended family,2016,1155385,10645,0.9720828549769346,0.35721311572136555
Extended family,2021,1315849,11310,1.0317080905796876,0.3791237132349749
Extended family,2023,1434807,12184,1.0925545769010905,0.4014830860479863
Few roommates,1900,1891025,18856,11.688107560319356,1
Few roommates,1910,2142767,21366,10.52506583916147,0.900493581603718
Few roommates,1920,1990541.09,19688,8.17912096134952,0.6997814589863375
Few roommates,1930,2485640.8000000007,24623,8.359267046569324,0.7151942265614231
Few roommates,1940,2609752,26185,7.552748007266954,0.6461908369929982
Few roommates,1950,2191454,22800,4.999303983727044,0.42772569964187146
Few roommates,1960,1681595,16880,3.1850907459030804,0.2725069673996099
Few roommates,1970,1934900,19349,3.0496608160589096,0.2609199821545434
Few roommates,1980,4131700,41317,5.135002454590083,0.4393356604642487
Few roommates,1990,6660832,61884,7.263060104172421,0.6214059946565013
Few roommates,2000,9285909,87630,8.803812158179944,0.753228194790791
Few roommates,2006,9734548,88444,8.721492018317472,0.7461851264893025
Few roommates,2011,10451376,96934,9.088896040971141,0.7776191307331539
Few roommates,2016,11508516,107952,9.68268680122014,0.8284221163477706
Few roommates,2021,13338630,118650,10.458321956583879,0.894783171921642
Few roommates,2023,13771111,122764,10.486211979773554,0.8971693600231583
Large grandfamily,1900,105898,1056,0.6545377318769975,1
Large grandfamily,1910,118835,1185,0.5837061141023515,0.8917837516081397
Large grandfamily,1920,130477.38,1297,0.5361307430935609,0.8190982994305239
Large grandfamily,1930,174035.6,1724,0.5852857162667751,0.8941970611661598
Large grandfamily,1940,202777,2403,0.5868464063518569,0.896581476928726
Large grandfamily,1950,250921,6102,0.5724192042820765,0.8745396581501387
Large grandfamily,1960,275343,2764,0.5215241727343337,0.7967824425320372
Large grandfamily,1970,224500,2245,0.35384198315428456,0.5405982969684313
Large grandfamily,1980,188800,1888,0.23464638367417956,0.35849176028598295
Large grandfamily,1990,313338,3255,0.3416679368164785,0.5219988400618066
Large grandfamily,2000,415084,4297,0.3935340703711359,0.6012397012508515
Large grandfamily,2006,392527,4076,0.3516774582111159,0.5372913448436676
