YEAR,weighted_count,count,weighted_mean
1980,218100210.06999713,181488,3.6251016417006108
1990,246191485.7099985,158079,3.420819395241213
2000,274087002.2300006,133710,3.402339305668489
2010,304281697.8400005,209802,3.3941288955639632
2020,327601104.57110137,157959,3.3115561083699663
1970,200223389.6800095,145023,4.2256054697314465
