YEAR,weighted_count,count,hhsize,n_other_subfamily,avg_other_subfamily_size,fraction_multifamily,n_other_subfamily_members
1970,200223389.6800012,145023,4.225605469731545,0.48299281320008125,1.491912103812365,0.33465092233773375,0.7205828240675859
1980,218100210.0699985,181488,3.625101641700618,0.533431111885039,1.418493581832267,0.35124276320235176,0.7566686085585778
1990,246191485.71000034,158079,3.4208193952411343,0.5400253744624084,1.379193179151678,0.36097599798671737,0.7447993130273844
2000,274087002.23,133710,3.402339305668582,0.527193065575381,1.3763106862631678,0.34448240344052794,0.7255814498752359
2010,304281697.8400005,209802,3.3941288955639335,0.5858510497523758,1.3839711709400295,0.37095008592778245,0.810800963322241
2020,327601104.57110065,157959,3.3115561083700578,0.6084210242222791,1.3584589318808518,0.3839647806333929,0.826514974698851
